OBJECTID,INSPECTOR,INSPECTIONDATE,RESTAREAID,RESTAREANAME,ROADNAME,CARRIAGEWAY,DECLAREDROADNAME,LOCALROADNAME,ROADNUMBER,DIRECTION,RMACLASS,SRNS,NEARESTINTERSECTION,DISTANCEFROMINT,DIRECTIONFROMINT,TDI,LOCALITY,MUNICIPALITY,VICROADSREGION,VCSDMAPREF,LATITUDE,LONGITUDE,RESTAREATYPE,RESTAREACATEGORY,SUITABLEASTIRA,SITELOCATION,ROADSPEEDLIMIT,BUFFERZONE,BUFFERWIDTH,SURFACETYPE,SURFACECONDITION,DELINEATEDPARKING,TOILETS,DISABLEDTOILETS,TOILETSEWERAGE,PICNICTABLES,BBQ,RUBBISHBINS,WATER,SHADESHELTERPICNIC,SHADESHELTERPARKING,SHADEEXTENT,SHADEDURATION,LIGHTING,TOURISTINFO,COMMERCIALACTIVITY,DRIVERREVIVER,CAMPING,FACILITIESCOMMENTS,NUMBERCARSPACES,NUMBERCARAVANSPACES,NUMBERTRUCKSPACES,NUMBERBDOUBLESPACES,NUMBERHPFVSPACES,TOTALPARKINGAREA,PARKINGCOMMENTS,CARAVANACCESS,TRUCKACCESS,BDOUBLEACCESS,HPFVACCESS,ODVEHICLEACCESS,APPROACHLINEOFSIGHT,EGRESSLINEOFSIGHT,OPPOSITEACCESS,OPPOSITEEGRESS,SIGNAGEMARKINGS,RESTAREASPEEDLIMIT,PEDESTRIANCONFLICT,ACCESSCOMMENTS,SITEAMENITY,FEATURESOFINTEREST,AMENITYCOMMENTS,GENERALCOMMENTS,UNIQUEID,CREATED_DATE,LAST_EDITED_DATE,GLOBALID
362581,,1.4345E+12,1000026,,PORTLAND-NELSON ROAD,EASTBOUND,PORTLAND-NELSON ROAD,PORTLAND-NELSON ROAD,5045,F,AO,C192,COAST ROAD,852,NORTHWEST,45987.934,NELSON,GLENELG,SOUTH WESTERN,8.70E+04,-38.10334,141.204895,TRUCK PARKING BAY,NOT ASSESSED,NOT ASSESSED,BEND FLAT,100,NONE,NOT ASSESSED,ASPHALT,GOOD,NONE,NONE,NONE,Not Assessed,NONE,NONE,NONE,NONE,TREES,TREES,SOME SHADE,MIDDAY,NONE,NONE,NONE,NO,NO,No Comments,0,0,2,,,160,No Comments,YES,YES,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,ADEQUATE,UNSAFE,SAFE,UNSAFE,GOOD,NO SIGNS,NO SIGNS,No Comments,UNINVITING,None,No Comments,No Comments,26,1.46295E+12,1.4847E+12,e31fbe90-07aa-4c4e-909f-4ce83bd9e15b
362582,,1.4345E+12,1000027,,PORTLAND-NELSON ROAD,WESTBOUND,PORTLAND-NELSON ROAD,PORTLAND-NELSON ROAD,5045,F,AO,C192,WINNAP-NELSON ROAD,30,WEST,50940.727,NELSON,GLENELG,SOUTH WESTERN,87D3,-38.075226,141.165176,CARS ONLY,NOT ASSESSED,NOT ASSESSED,STRAIGHT FLAT,100,VEGETATION,20m,COMPACTED DIRT,GOOD,NONE,NONE,NONE,Not Assessed,NONE,NONE,NONE,NONE,TREES,TREES,SOME SHADE,ALL DAY,NONE,NONE,NONE,NO,NO,No Comments,5,0,0,,,625,No Comments,YES,YES,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,ADEQUATE,ADEQUATE,SAFE,SAFE,GOOD,NO SIGNS,NO SIGNS,No Comments,UNINVITING,None,No Comments,No Comments,27,1.46295E+12,1.4847E+12,8205f649-ea3f-4463-83f3-9f03fc1939f9
362583,,1.4345E+12,1000028,,PORTLAND-NELSON ROAD,WESTBOUND,PORTLAND-NELSON ROAD,PORTLAND-NELSON ROAD,5045,F,AO,C192,JOHNSONS ROAD,1048,SOUTHEAST,57707.415,NELSON,GLENELG,SOUTH WESTERN,87C2,-38.057835,141.093079,TRUCK PARKING BAY,NOT ASSESSED,NOT ASSESSED,STRAIGHT HILL,100,VEGETATION,20m,COMPACTED DIRT,POOR,NONE,NONE,NONE,Not Assessed,NONE,NONE,NONE,NONE,TREES,TREES,SOME SHADE,ALL DAY,NONE,NONE,NONE,NO,NO,No Comments,0,0,1,,,120,No Comments,YES,YES,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,ADEQUATE,ADEQUATE,SAFE,SAFE,GOOD,NO SIGNS,NO SIGNS,No Comments,UNINVITING,None,No Comments,No Comments,28,1.46295E+12,1.4847E+12,b583d03e-c1d8-441f-a518-84f1ca95c707
362584,,1.43459E+12,1000029,,PRINCES HIGHWAY WEST,WESTBOUND,PRINCES HIGHWAY WEST,PRINCES HIGHWAY,2500,F,AH,A1,RENNICK SIDING ROAD,1261,EAST,443501.042,MUMBANNAR,GLENELG,SOUTH WESTERN,71A7,-37.846424,140.999725,TRUCK PARKING BAY,NOT ASSESSED,NOT ASSESSED,STRAIGHT FLAT,100,NONE,NOT ASSESSED,ASPHALT,POOR,NONE,NONE,NONE,Not Assessed,NONE,NONE,NONE,NONE,TREES,TREES,SOME SHADE,ALL DAY,NONE,NONE,NONE,NO,NO,No Comments,0,0,3,,,420,No Comments,YES,YES,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,EXCELLENT,EXCELLENT,SAFE,SAFE,NONE,NO SIGNS,NO SIGNS,No Comments,UNINVITING,None,No Comments,No Comments,29,1.46295E+12,1.4847E+12,95614f1a-aaae-4c28-a77c-08663d7514af
362585,,1.43459E+12,1000030,,PRINCES HIGHWAY WEST,EASTBOUND,PRINCES HIGHWAY WEST,PRINCES HIGHWAY,2500,F,AH,A1,HOLMES ROAD,181,WEST,440937.291,MUMBANNAR,GLENELG,SOUTH WESTERN,71B7,-37.85421,141.027054,TRUCK PARKING BAY,NOT ASSESSED,NOT ASSESSED,STRAIGHT FLAT,100,NONE,NOT ASSESSED,GRAVEL,POOR,NONE,NONE,NONE,Not Assessed,NONE,NONE,NONE,NONE,TREES,TREES,SOME SHADE,ALL DAY,NONE,NONE,NONE,NO,NO,No Comments,0,0,2,,,400,No Comments,YES,YES,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,EXCELLENT,EXCELLENT,SAFE,SAFE,NONE,NO SIGNS,NO SIGNS,No Comments,UNINVITING,None,No Comments,Large pot holes in gravel at approach and egress,30,1.46295E+12,1.4847E+12,302a6d36-9e14-4627-bf50-878c01f531ad
362586,,1.43459E+12,1000031,Bird Bath Wayside Stop,PRINCES HIGHWAY WEST,EASTBOUND,PRINCES HIGHWAY WEST,PRINCES HIGHWAY,2500,F,AH,A1,SPENCER STREET,130,SOUTHEAST,415588.482,DARTMOOR,GLENELG,SOUTH WESTERN,501B5,-37.927639,141.277252,PICNIC AREA,NOT ASSESSED,NOT ASSESSED,STRAIGHT HILL,100,NONE,NOT ASSESSED,GRAVEL,GOOD,NONE,NONE,NONE,Not Assessed,POOR,POOR,NONE,NONE,TREES,TREES,SOME SHADE,ALL DAY,NONE,GOOD,NONE,NO,NO,No Comments,10,0,0,,,350,No Comments,YES,YES,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,ADEQUATE,ADEQUATE,SAFE,SAFE,GOOD,NO SIGNS,NO SIGNS,No Comments,PLEASANT,None,No Comments,No Comments,31,1.46295E+12,1.4847E+12,5bd248bd-097b-4d0b-ae89-83d223568a52
362587,,1.43459E+12,1000032,,PRINCES HIGHWAY WEST,EASTBOUND,PRINCES HIGHWAY WEST,PRINCES HIGHWAY,2500,F,AH,A1,SPENCERS ROAD,487,NORTHWEST,413068.729,DARTMOOR,GLENELG,SOUTH WESTERN,71F8,-37.936138,141.303009,CARS AND TRUCKS,NOT ASSESSED,NOT ASSESSED,STRAIGHT FLAT,100,NONE,NOT ASSESSED,ASPHALT,EXCELLENT,EXCELLENT,EXCELLENT,EXCELLENT,Not Assessed,NONE,NONE,EXCELLENT,EXCELLENT,NO SHADE,NO SHADE,NO SHADE,NO SHADE,NONE,NONE,NONE,NO,NO,No Comments,4,0,6,,,600,No Comments,YES,YES,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,EXCELLENT,EXCELLENT,NO,NO,NONE,NO SIGNS,NO SIGNS,No Comments,PLEASANT,None,No Comments,No Comments,32,1.46295E+12,1.4847E+12,c3549576-6e75-42f3-8ebd-f8d716a354b8
362588,,1.43459E+12,1000033,,PRINCES HIGHWAY WEST,WESTBOUND,PRINCES HIGHWAY WEST,PRINCES HIGHWAY,2500,F,AH,A1,SPENCERS ROAD,445,NORTHWEST,413026.521,DARTMOOR,GLENELG,SOUTH WESTERN,71F8,-37.936707,141.303055,CARS AND TRUCKS,NOT ASSESSED,NOT ASSESSED,STRAIGHT FLAT,100,NONE,NOT ASSESSED,ASPHALT,EXCELLENT,EXCELLENT,EXCELLENT,EXCELLENT,Not Assessed,NONE,NONE,EXCELLENT,EXCELLENT,NO SHADE,NO SHADE,NO SHADE,NO SHADE,NONE,NONE,NONE,NO,NO,No Comments,4,0,6,,,600,No Comments,YES,YES,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,EXCELLENT,EXCELLENT,NO,NO,NONE,NO SIGNS,NO SIGNS,No Comments,PLEASANT,None,No Comments,No Comments,33,1.46295E+12,1.4847E+12,15c74793-8cc4-4ef9-8c7b-3e74e45ef8ce
362589,,1.43459E+12,1000034,,PRINCES HIGHWAY WEST,EASTBOUND,PRINCES HIGHWAY WEST,PRINCES HIGHWAY,2500,F,AH,A1,EMERSON ROAD,1139,WEST,406105.044,GREENWALD,GLENELG,SOUTH WESTERN,71G9,-37.97039,141.36528,TRUCK PARKING BAY,NOT ASSESSED,NOT ASSESSED,STRAIGHT FLAT,100,VEGETATION,20m,ASPHALT,GOOD,NONE,NONE,NONE,Not Assessed,NONE,NONE,NONE,NONE,TREES,TREES,SOME SHADE,ALL DAY,NONE,NONE,NONE,NO,NO,No Comments,0,0,2,,,300,No Comments,YES,YES,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,EXCELLENT,EXCELLENT,SAFE,SAFE,NONE,NO SIGNS,NO SIGNS,No Comments,PLEASANT,WW1 Monument,No Comments,No Comments,34,1.46295E+12,1.4847E+12,536fee25-2e91-4f5b-a652-610c73ee2d9d
362590,,1.43459E+12,1000035,,PRINCES HIGHWAY WEST,EASTBOUND,PRINCES HIGHWAY WEST,PRINCES HIGHWAY,2500,F,AH,A1,WRIGHTS ROAD,127,NORTHWEST,381123.711,HEYWOOD,GLENELG,SOUTH WESTERN,88B3,-38.090893,141.596649,TRUCK PARKING BAY,NOT ASSESSED,NOT ASSESSED,STRAIGHT FLAT,100,NONE,NOT ASSESSED,ASPHALT,POOR,NONE,NONE,NONE,Not Assessed,NONE,NONE,POOR,POOR,TREES,TREES,MOSTLY SHADED,ALL DAY,NONE,NONE,NONE,NO,NO,Rubbish bin stolen or removed,0,0,5,,,770,No Comments,YES,YES,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,ADEQUATE,ADEQUATE,SAFE,UNSAFE,NONE,NO SIGNS,NO SIGNS,No Comments,UNINVITING,None,No Comments,No Comments,35,1.46295E+12,1.4847E+12,eea31d5b-a17a-48b3-8036-4edd0fd79e2d
362591,,1.43459E+12,1000036,,PRINCES HIGHWAY WEST,EASTBOUND,PRINCES HIGHWAY WEST,PRINCES HIGHWAY,2500,F,AH,A1,DANGER LANE,322,SOUTH,377864.905,HEYWOOD,GLENELG,SOUTH WESTERN,88B3,-38.112061,141.618851,TRUCK PARKING BAY,NOT ASSESSED,NOT ASSESSED,BEND HILL,100,NONE,NOT ASSESSED,GRAVEL,POOR,NONE,NONE,NONE,Not Assessed,NONE,NONE,GOOD,GOOD,TREES,TREES,SOME SHADE,ALL DAY,NONE,NONE,NONE,NO,NO,No Comments,0,0,2,,,450,No Comments,YES,YES,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,ADEQUATE,ADEQUATE,SAFE,UNSAFE,NONE,NO SIGNS,NO SIGNS,No Comments,UNINVITING,None,No Comments,No Comments,36,1.46295E+12,1.4847E+12,0a9ef803-747b-482f-8d6d-b139d2768e4d
362592,,1.43459E+12,1000037,,HENTY HIGHWAY,NORTHBOUND,HENTY HIGHWAY,HENTY HIGHWAY,2620,F,AH,A200,LOVETTS LANE,506,WEST,34728.601,HEYWOOD,GLENELG,SOUTH WESTERN,88C3,-38.088287,141.660004,CARS ONLY,MINOR,NOT ASSESSED,BEND FLAT,100,VEGETATION,20m,ASPHALT,GOOD,NONE,NONE,NONE,Not Assessed,EXCELLENT,EXCELLENT,GOOD,GOOD,TREES,TREES,SOME SHADE,ALL DAY,NONE,NONE,NONE,NO,NO,No Comments,8,0,0,,,200,No Comments,YES,NO,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,EXCELLENT,EXCELLENT,SAFE,SAFE,NONE,NO SIGNS,NO SIGNS,No Comments,PLEASANT,None,A Lot Of Litter Over Site,No Comments,37,1.46295E+12,1.4847E+12,dd933a82-2af0-4238-9b9a-6b0c0280082f
362593,,1.43554E+12,1000038,,HENTY HIGHWAY,SOUTHBOUND,HENTY HIGHWAY,HENTY HIGHWAY,2620,F,AH,A200,W REEDS ROAD,1138,SOUTHWEST,78236.463,BRANXHOLME,SOUTHERN GRAMPIANS,SOUTH WESTERN,72G6,-37.786488,141.928558,TRUCK PARKING BAY,TRUCK PARKING BAY,NOT ASSESSED,BEND HILL,100,VEGETATION,20m,ASPHALT,POOR,NONE,NONE,NONE,Not Assessed,NONE,NONE,NONE,NONE,NO SHADE,NO SHADE,NO SHADE,NO SHADE,NONE,NONE,NONE,NO,NO,No Comments,0,0,5,,,550,No Comments,YES,YES,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,EXCELLENT,ADEQUATE,SAFE,SAFE,NONE,NO SIGNS,NO SIGNS,No Comments,UNINVITING,None,No Comments,No Comments,38,1.46295E+12,1.4847E+12,a30f9d57-73d6-4daa-97af-6e87c368d6b5
362594,,1.43459E+12,1000039,,HENTY HIGHWAY,SOUTHBOUND,PRINCES HIGHWAY WEST,PRINCES HIGHWAY,2500,F,AH,A1,LEVETTS ROAD,786,NORTH,361459.848,HEATHMERE,GLENELG,SOUTH WESTERN,88B5,-38.245819,141.625793,TRUCK PARKING BAY,TRUCK PARKING BAY,NOT ASSESSED,BEND FLAT,100,VEGETATION,20m,ASPHALT,POOR,NONE,NONE,NONE,Not Assessed,NONE,NONE,GOOD,GOOD,TREES,TREES,MOSTLY SHADED,ALL DAY,NONE,NONE,NONE,NO,NO,No Comments,0,0,6,,,1050,No Comments,YES,YES,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,ADEQUATE,ADEQUATE,SAFE,UNSAFE,NONE,NO SIGNS,NO SIGNS,No Comments,UNINVITING,None,No Comments,No Comments,39,1.46295E+12,1.4847E+12,dc1ab04f-7398-442f-b1e5-d7790b6045d9
362595,,1.43467E+12,1000040,,COBDEN-WARRNAMBOOL ROAD,EASTBOUND,COBDEN-WARRNAMBOOL ROAD,COBDEN-WARRNAMBOOL ROAD,5036,F,AO,C167,BAILEYS ROAD,492,EAST,26032.679,NARINGAL EAST,MOYNE,SOUTH WESTERN,9.00E+09,-38.391289,142.807602,PICNIC AREA,NOT ASSESSED,NOT ASSESSED,BEND FLAT,100,VEGETATION,20m,GRAVEL,POOR,NONE,NONE,NONE,Not Assessed,POOR,POOR,GOOD,GOOD,TREES,TREES,MOSTLY SHADED,ALL DAY,NONE,NONE,NONE,NO,NO,No Comments,6,0,0,,,210,No Comments,YES,YES,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,ADEQUATE,ADEQUATE,SAFE,SAFE,NONE,NO SIGNS,NO SIGNS,No Comments,UNINVITING,None,No Comments,Large pot holes in gravel at approach and egress,40,1.46295E+12,1.4847E+12,88d923ca-5e67-4c27-84e1-7de921b0a326
362596,,1.43467E+12,1000041,,PRINCES HIGHWAY WEST,WESTBOUND,PRINCES HIGHWAY WEST,PRINCES HIGHWAY,2500,F,AH,A1,STATION STREET,243,WEST,238231.711,PANMURE,MOYNE,SOUTH WESTERN,90D7,-38.338913,142.719788,TRUCK PARKING BAY,NOT ASSESSED,NOT ASSESSED,BEND FLAT,100,VEGETATION,20m,ASPHALT,GOOD,NONE,NONE,NONE,Not Assessed,EXCELLENT,NONE,GOOD,GOOD,TREES,NO SHADE,NOT ASSESSED,AFTERNOON,NONE,NONE,NONE,NO,NO,No Comments,0,0,2,,,500,No Comments,YES,YES,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,ADEQUATE,ADEQUATE,UNSAFE,UNSAFE,NONE,NO SIGNS,NO SIGNS,No Comments,PLEASANT,None,No Comments,No Comments,41,1.46295E+12,1.4847E+12,bd05ed13-1b0d-4a70-86a3-8ad4f1f32049
362597,,1.43467E+12,1000042,,PRINCES HIGHWAY WEST,EASTBOUND,PRINCES HIGHWAY WEST,PRINCES HIGHWAY,2500,F,AH,A1,SPRING DAM ROAD,719,NORTHEAST,212182.766,TERANG,CORANGAMITE,SOUTH WESTERN,90H5,-38.226151,142.95787,TRUCK PARKING BAY,NOT ASSESSED,NOT ASSESSED,STRAIGHT FLAT,100,VEGETATION,20m,GRAVEL,GOOD,NONE,NONE,NONE,Not Assessed,EXCELLENT,NONE,GOOD,GOOD,NO SHADE,NO SHADE,NO SHADE,NO SHADE,NONE,NONE,NONE,NO,NO,No Comments,0,0,4,,,960,No Comments,YES,YES,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,EXCELLENT,EXCELLENT,SAFE,SAFE,NONE,NO SIGNS,NO SIGNS,No Comments,PLEASANT,None,No Comments,A lot of litter over site,42,1.46295E+12,1.4847E+12,256ab8f3-e6d7-454c-9b79-150b67f97b8c
362598,,1.43467E+12,1000043,,PRINCES HIGHWAY WEST,EASTBOUND,PRINCES HIGHWAY WEST,PRINCES HIGHWAY,2500,F,AH,A1,MACKINNONS BRIDGE ROAD,618,NORTHEAST,208978.882,BOORCAN,CORANGAMITE,SOUTH WESTERN,90H5,-38.214191,142.990646,TRUCK PARKING BAY,NOT ASSESSED,NOT ASSESSED,BEND HILL,100,NONE,NOT ASSESSED,ASPHALT,GOOD,NONE,NONE,NONE,Not Assessed,NONE,NONE,NONE,NONE,NO SHADE,NO SHADE,NO SHADE,NO SHADE,NONE,NONE,NONE,NO,NO,No Comments,0,0,3,,,490,No Comments,YES,YES,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,ADEQUATE,ADEQUATE,NO,NO,NONE,NO SIGNS,NO SIGNS,No Comments,UNINVITING,None,No Comments,No Comments,43,1.46295E+12,1.4847E+12,29ded081-00e6-41dd-8aad-388d0b93014f
362599,,1.43467E+12,1000044,,PRINCES HIGHWAY WEST,EASTBOUND,PRINCES HIGHWAY WEST,PRINCES HIGHWAY,2500,F,AH,A1,BLACK ROCK ROAD,633,NORTHWEST,192098.803,CAMPERDOWN,CORANGAMITE,SOUTH WESTERN,91D5,-38.243797,143.1651,TRUCK PARKING BAY,NOT ASSESSED,NOT ASSESSED,STRAIGHT HILL,100,NONE,NOT ASSESSED,ASPHALT,EXCELLENT,NONE,NONE,NONE,Not Assessed,NONE,NONE,NONE,NONE,NO SHADE,NO SHADE,NO SHADE,NO SHADE,NONE,NONE,NONE,NO,NO,No Comments,0,0,3,,,375,No Comments,YES,YES,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,ADEQUATE,ADEQUATE,NO,NO,NONE,NO SIGNS,NO SIGNS,No Comments,PLEASANT,None,No Comments,No Comments,44,1.46295E+12,1.4847E+12,44cf4569-9961-4170-a3db-233fb019473f
362600,,1.43467E+12,1000045,,PRINCES HIGHWAY WEST,WESTBOUND,PRINCES HIGHWAY WEST,PRINCES HIGHWAY,2500,F,AH,A1,POMBORNEIT-FOXHOW ROAD,29,SOUTHEAST,179240.377,POMBORNEIT,CORANGAMITE,SOUTH WESTERN,91F6,-38.273224,143.296143,CARS ONLY,NOT ASSESSED,NOT ASSESSED,BEND FLAT,100,VEGETATION,20m,ASPHALT,GOOD,NONE,NONE,NONE,Not Assessed,NONE,NONE,NONE,NONE,NO SHADE,NO SHADE,NO SHADE,NO SHADE,NONE,NONE,NONE,NO,NO,No Comments,8,0,0,,,250,No Comments,YES,NO,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,ADEQUATE,ADEQUATE,SAFE,SAFE,NONE,NO SIGNS,NO SIGNS,No Comments,UNINVITING,None,No Comments,No Comments,45,1.46295E+12,1.4847E+12,7021eca1-e945-44c8-8755-8fe0dd792726
362601,,1.43467E+12,1000046,,PRINCES HIGHWAY WEST,EASTBOUND,PRINCES HIGHWAY WEST,PRINCES HIGHWAY,2500,F,AH,A1,SWAN MARSH-STONYFORD ROAD,449,WEST,169068.585,PIRRON YALLOCK,CORANGAMITE,SOUTH WESTERN,91G7,-38.340092,143.362503,TRUCK PARKING BAY,NOT ASSESSED,NOT ASSESSED,BEND FLAT,100,VEGETATION,20m,ASPHALT,POOR,NONE,NONE,NONE,Not Assessed,NONE,NONE,NONE,NONE,NO SHADE,NO SHADE,NO SHADE,NO SHADE,NONE,NONE,NONE,NO,NO,No Comments,0,0,3,,,320,No Comments,YES,YES,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,ADEQUATE,ADEQUATE,NO,NO,NONE,NO SIGNS,NO SIGNS,No Comments,UNINVITING,None,No Comments,A lot of litter over site,46,1.46295E+12,1.4847E+12,ceb70808-fd8f-4fab-8213-29f65802bdbc
362602,,1.43467E+12,1000047,,PRINCES HIGHWAY WEST,EASTBOUND,PRINCES HIGHWAY WEST,PRINCES HIGHWAY,2500,F,AH,A1,HAWKS NEST ROAD,691,WEST,165621.318,PIRRON YALLOCK,CORANGAMITE,SOUTH WESTERN,91H7,-38.348892,143.398865,TRUCK PARKING BAY,NOT ASSESSED,NOT ASSESSED,BEND FLAT,100,NOT ASSESSED,NOT ASSESSED,ASPHALT,GOOD,NONE,NONE,NONE,Not Assessed,NONE,NONE,NONE,NONE,TREES,TREES,SOME SHADE,MIDDAY,NONE,NONE,NONE,NO,NO,No Comments,0,0,2,,,300,No Comments,YES,YES,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,ADEQUATE,ADEQUATE,NO,NO,NONE,NO SIGNS,NO SIGNS,No Comments,UNINVITING,None,No Comments,No Comments,47,1.46295E+12,1.4847E+12,f6b5857c-2eac-4c9a-a63e-4e99e23a88a7
362603,,1.43467E+12,1000048,,PRINCES HIGHWAY WEST,WESTBOUND,PRINCES HIGHWAY WEST,PRINCES HIGHWAY,2500,F,AH,A1,HAWKS NEST ROAD,233,EAST,164696.918,PIRRON YALLOCK,CORANGAMITE,SOUTH WESTERN,91H7,-38.34803,143.409073,PICNIC AREA,NOT ASSESSED,NOT ASSESSED,BEND HILL,100,VEGETATION,20m,ASPHALT,GOOD,NONE,NONE,NONE,Not Assessed,POOR,POOR,POOR,POOR,TREES,TREES,SOME SHADE,ALL DAY,NONE,NONE,NONE,NO,NO,No Comments,6,0,0,,,300,Car Park Surface Is Compacted Earth And In Poor Condition,YES,YES,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,ADEQUATE,ADEQUATE,UNSAFE,UNSAFE,NONE,NO SIGNS,NO SIGNS,No Comments,UNINVITING,None,No Comments,A lot of litter over site,48,1.46295E+12,1.4847E+12,38575a86-91e5-487a-9070-30e5f2e2fd9c
362604,,1.43467E+12,1000049,,PRINCES HIGHWAY WEST,EASTBOUND,PRINCES HIGHWAY WEST,PRINCES HIGHWAY,2500,F,AH,A1,HAWKS NEST ROAD,568,EAST,164362.301,PIRRON YALLOCK,CORANGAMITE,SOUTH WESTERN,91H7,-38.347107,143.412888,PICNIC AREA,NOT ASSESSED,NOT ASSESSED,BEND HILL,100,VEGETATION,20m,ASPHALT,POOR,NONE,NONE,NONE,Not Assessed,POOR,POOR,POOR,POOR,TREES,TREES,SOME SHADE,ALL DAY,NONE,NONE,NONE,NO,NO,No Comments,8,0,0,,,150,No Comments,YES,YES,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,ADEQUATE,ADEQUATE,UNSAFE,UNSAFE,NONE,NO SIGNS,NO SIGNS,No Comments,UNINVITING,None,No Comments,A lot of litter over site,49,1.46295E+12,1.4847E+12,d2e435d6-6a3c-4965-a13f-a3f317220418
362605,,1.43467E+12,1000050,,COLAC-LAVERS HILL ROAD,SOUTHBOUND,COLAC-LAVERS HILL ROAD,COLAC-LAVERS HILL ROAD,5018,F,AO,C155,KAWARREN EAST ROAD,125,NORTH,18205.839,KAWARREN,COLAC OTWAY,SOUTH WESTERN,92B9,-38.479328,143.583923,CARS ONLY,NOT ASSESSED,NOT ASSESSED,STRAIGHT FLAT,100,NONE,NOT ASSESSED,ASPHALT,GOOD,NONE,POOR,NONE,Not Assessed,NONE,NONE,NONE,NONE,TREES,TREES,MOSTLY SHADED,ALL DAY,NONE,NONE,NONE,NO,NO,No Comments,6,0,0,,,375,No Comments,YES,NO,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,ADEQUATE,ADEQUATE,SAFE,SAFE,NONE,NO SIGNS,NO SIGNS,No Comments,PLEASANT,Historical Site,No Comments,Kawarren rail station historic site,50,1.46295E+12,1.4847E+12,b2ea7aa1-7d7a-4de7-be80-293153562a72
362606,,1.43467E+12,1000051,Loves Creek,COLAC-LAVERS HILL ROAD,NORTHBOUND,COLAC-LAVERS HILL ROAD,COLAC-LAVERS HILL ROAD,5018,F,AO,C155,KAWARREN EAST ROAD,159,NORTH,18171.366,KAWARREN,COLAC OTWAY,SOUTH WESTERN,92B9,-38.478912,143.583298,PICNIC AREA,NOT ASSESSED,NOT ASSESSED,STRAIGHT FLAT,100,VEGETATION,20m,COMPACTED DIRT,POOR,NONE,NONE,NONE,Not Assessed,GOOD,GOOD,NONE,NONE,TREES,TREES,MOSTLY SHADED,ALL DAY,NONE,NONE,NONE,NO,NO,No Comments,8,0,0,,,100,Multiple Areas To Park,NO,NO,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,ADEQUATE,ADEQUATE,SAFE,SAFE,EXCELLENT,NO SIGNS,NO SIGNS,No Comments,PLEASANT,Bushwalking Track,No Comments,Loves Creek bush walk,51,1.46295E+12,1.4847E+12,57597359-33ba-4bd1-9355-a66cb83cf781
362607,,1.43467E+12,1000052,,PRINCES HIGHWAY WEST,EASTBOUND,PRINCES HIGHWAY WEST,PRINCES HIGHWAY,2500,F,AH,A1,AYREYS RESERVE ROAD,134,WEST,131990.483,WARNCOORT,COLAC OTWAY,SOUTH WESTERN,9.20E+07,-38.300892,143.765778,TRUCK PARKING BAY,NOT ASSESSED,NOT ASSESSED,BEND FLAT,100,NONE,NOT ASSESSED,GRAVEL,POOR,NONE,NONE,NONE,Not Assessed,NONE,NONE,NONE,NONE,NO SHADE,NO SHADE,NO SHADE,NO SHADE,NONE,NONE,NONE,NO,NO,No Comments,0,0,2,,,320,No Comments,YES,YES,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,EXCELLENT,ADEQUATE,NO,NO,NONE,NO SIGNS,NOT ASSESSED,No Comments,UNINVITING,None,No Comments,No Comments,52,1.46295E+12,1.4847E+12,c7c5aa45-4dc4-4617-a069-fd2550cfbe26
